Age,Age_Group,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,DistanceFromHome,Commute_Category,MonthlyIncome,Income_Band,PercentSalaryHike,Hike_Category,StockOptionLevel,JobSatisfaction,JobInvolvement,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,YearsAtCompany,Experience_Band,YearsInCurrentRole,Role_Stability,YearsSinceLastPromotion,Promotion_Status,YearsWithCurrManager,Manager_Relationship,NumCompaniesWorked,Career_Mobility,TotalWorkingYears,TrainingTimesLastYear,OverTime,Attrition
41,Senior,Male,Single,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,5,Nearby,6870,Senior Level,12,Standard Hike (11-15%),0,Content,Highly Engaged,Standard,Poor,Poor,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),3,Experienced Mover (3-5),11,3,No,No
41,Senior,Female,Divorced,Below College,Marketing,Sales,Sales Executive,3,Travel_Rarely,4,Nearby,10447,Executive Level,13,Standard Hike (11-15%),1,Satisfied,Engaged,Above Standard,Excellent,Excellent,Exceeds Expectations,22,Veteran,14,Critical Risk (8+ yrs),13,Critically Overdue (7+ yrs),5,Stable (5-7 yrs),0,First Job,23,3,Yes,No
30,Mid Career,Female,Single,Bachelor,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,10,Moderate,9667,Senior Level,14,Standard Hike (11-15%),0,Satisfied,Engaged,Below Standard,Fair,Good,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),9,Frequent Mover (6+),9,3,No,No
26,Mid Career,Female,Married,College,Medical,Human Resources,Human Resources,1,Travel_Rarely,20,Far,2148,Entry Level,11,Standard Hike (11-15%),0,Content,Engaged,Excellent,Good,Good,Exceeds Expectations,5,Established,1,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),0,First Job,6,3,Yes,Yes
46,Experienced,Female,Married,College,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,21,Far,8926,Senior Level,22,Excellent Hike (20+%),1,Content,Engaged,Excellent,Excellent,Excellent,Outstanding,9,Experienced,7,Stagnant Risk (5-7 yrs),3,Due for Review (2-3 yrs),7,Stable (5-7 yrs),4,Experienced Mover (3-5),13,2,No,Yes
40,Senior,Female,Divorced,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,1,Nearby,6513,Senior Level,17,Good Hike (16-20%),1,Highly Satisfied,Engaged,Above Standard,Excellent,Good,Exceeds Expectations,5,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),4,Experienced Mover (3-5),12,3,No,No
34,Mid Career,Male,Married,College,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,8,Moderate,6799,Senior Level,21,Excellent Hike (20+%),2,Satisfied,Highly Engaged,Standard,Good,Good,Outstanding,10,Experienced,8,Critical Risk (8+ yrs),4,Overdue (4-6 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),10,5,No,No
58,Veteran,Male,Divorced,Bachelor,Medical,Sales,Manager,4,Non-Travel,2,Nearby,16291,Executive Level,22,Excellent Hike (20+%),1,Content,Engaged,Standard,Excellent,Fair,Outstanding,16,Veteran,9,Critical Risk (8+ yrs),14,Critically Overdue (7+ yrs),14,Long Term (8+ yrs),4,Experienced Mover (3-5),37,0,No,No
35,Mid Career,Male,Married,Master,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,23,Far,2705,Entry Level,16,Good Hike (16-20%),1,Satisfied,Disengaged,Standard,Fair,Excellent,Exceeds Expectations,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),0,First Job,6,2,No,No
47,Experienced,Female,Divorced,Bachelor,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,4,Nearby,10333,Executive Level,12,Standard Hike (11-15%),1,Content,Casually Engaged,Above Standard,Good,Good,Exceeds Expectations,22,Veteran,11,Critical Risk (8+ yrs),14,Critically Overdue (7+ yrs),10,Long Term (8+ yrs),8,Frequent Mover (6+),28,4,Yes,No
40,Senior,Female,Divorced,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,12,Moderate,4448,Mid Level,12,Standard Hike (11-15%),1,Dissatisfied,Engaged,Standard,Fair,Good,Exceeds Expectations,7,Experienced,4,Established (2-4 yrs),7,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),2,Early Career Mover (1-2),15,3,No,No
54,Experienced,Female,Married,Master,Medical,Research & Development,Research Scientist,2,Travel_Rarely,7,Moderate,6854,Senior Level,15,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Excellent,Fair,Fair,Exceeds Expectations,7,Experienced,1,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),4,Experienced Mover (3-5),14,2,No,No
31,Mid Career,Female,Married,Master,Marketing,Sales,Sales Executive,3,Travel_Frequently,7,Moderate,9637,Senior Level,14,Standard Hike (11-15%),2,Dissatisfied,Engaged,Below Standard,Excellent,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),2,Early Career Mover (1-2),9,3,No,No
28,Mid Career,Female,Married,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,1,Nearby,3591,Mid Level,25,Excellent Hike (20+%),1,Dissatisfied,Engaged,Above Standard,Good,Good,Outstanding,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),3,3,No,No
38,Senior,Female,Married,Master,Marketing,Sales,Sales Representative,2,Travel_Rarely,2,Nearby,5405,Mid Level,20,Good Hike (16-20%),2,Highly Satisfied,Disengaged,Standard,Poor,Fair,Outstanding,4,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),2,Early Career Mover (1-2),20,4,Yes,No
26,Mid Career,Male,Single,Bachelor,Medical,Sales,Sales Executive,2,Travel_Rarely,10,Moderate,4684,Mid Level,13,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Above Standard,Poor,Good,Exceeds Expectations,5,Established,3,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,4,No,No
58,Veteran,Male,Married,Master,Life Sciences,Research & Development,Research Director,4,Travel_Frequently,15,Moderate,15787,Executive Level,14,Standard Hike (11-15%),0,Satisfied,Engaged,Below Standard,Fair,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),2,Early Career Mover (1-2),23,3,Yes,No
18,Early Career,Female,Single,Bachelor,Medical,Research & Development,Research Scientist,1,Non-Travel,14,Moderate,1514,Entry Level,16,Good Hike (16-20%),0,Satisfied,Engaged,Standard,Good,Poor,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),0,4,No,No
31,Mid Career,Male,Married,Doctor,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,18,Far,2956,Entry Level,17,Good Hike (16-20%),0,Dissatisfied,Highly Engaged,Excellent,Good,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),0,First Job,2,4,No,Yes
29,Mid Career,Male,Divorced,Bachelor,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,13,Moderate,2335,Entry Level,15,Standard Hike (11-15%),3,Dissatisfied,Casually Engaged,Below Standard,Excellent,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),4,3,Yes,Yes
45,Senior,Female,Married,Master,Life Sciences,Sales,Sales Executive,2,Non-Travel,2,Nearby,5154,Mid Level,22,Excellent Hike (20+%),2,Satisfied,Engaged,Above Standard,Fair,Excellent,Outstanding,8,Experienced,7,Stagnant Risk (5-7 yrs),5,Overdue (4-6 yrs),7,Stable (5-7 yrs),4,Experienced Mover (3-5),10,3,No,No
36,Senior,Female,Married,Master,Other,Research & Development,Research Scientist,2,Travel_Rarely,2,Nearby,6962,Senior Level,22,Excellent Hike (20+%),1,Content,Engaged,Excellent,Excellent,Good,Outstanding,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),15,2,Yes,No
43,Senior,Male,Married,Master,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,2,Nearby,5675,Mid Level,20,Good Hike (16-20%),1,Highly Satisfied,Engaged,Below Standard,Good,Good,Outstanding,7,Experienced,7,Stagnant Risk (5-7 yrs),7,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),7,5,No,No
27,Mid Career,Female,Single,College,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,5,Nearby,2379,Entry Level,14,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Excellent,Good,Fair,Exceeds Expectations,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,6,3,Yes,No
29,Mid Career,Male,Married,Below College,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,20,Far,3812,Mid Level,13,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Excellent,Fair,Excellent,Exceeds Expectations,11,Veteran,8,Critical Risk (8+ yrs),3,Due for Review (2-3 yrs),10,Long Term (8+ yrs),1,Early Career Mover (1-2),11,3,No,No
32,Mid Career,Male,Single,Master,Marketing,Sales,Sales Executive,2,Travel_Frequently,10,Moderate,4648,Mid Level,13,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Excellent,Good,Excellent,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),8,Frequent Mover (6+),4,2,No,No
42,Senior,Male,Married,Master,Technical Degree,Research & Development,Research Scientist,1,Non-Travel,10,Moderate,2936,Entry Level,22,Excellent Hike (20+%),2,Satisfied,Engaged,Above Standard,Fair,Fair,Outstanding,6,Experienced,3,Established (2-4 yrs),3,Due for Review (2-3 yrs),3,Building Trust (2-4 yrs),3,Experienced Mover (3-5),10,1,No,No
47,Experienced,Female,Single,Master,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,9,Moderate,2105,Entry Level,12,Standard Hike (11-15%),0,Satisfied,Engaged,Standard,Good,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),7,2,No,No
46,Experienced,Male,Divorced,College,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,2,Nearby,8578,Senior Level,14,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Excellent,Good,Fair,Exceeds Expectations,9,Experienced,8,Critical Risk (8+ yrs),4,Overdue (4-6 yrs),7,Stable (5-7 yrs),3,Experienced Mover (3-5),12,4,No,No
28,Mid Career,Male,Divorced,College,Life Sciences,Human Resources,Human Resources,1,Non-Travel,1,Nearby,2706,Entry Level,15,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Above Standard,Fair,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),3,2,No,No
29,Mid Career,Male,Divorced,Below College,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,29,Far,6384,Senior Level,17,Good Hike (16-20%),2,Satisfied,Disengaged,Excellent,Excellent,Good,Exceeds Expectations,7,Experienced,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),6,Stable (5-7 yrs),8,Frequent Mover (6+),11,3,No,No
42,Senior,Male,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,8,Moderate,3968,Mid Level,13,Standard Hike (11-15%),0,Satisfied,Engaged,Excellent,Excellent,Good,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),8,3,No,No
32,Mid Career,Male,Single,Master,Marketing,Sales,Sales Executive,2,Travel_Rarely,2,Nearby,9907,Senior Level,12,Standard Hike (11-15%),0,Content,Casually Engaged,Above Standard,Good,Fair,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),7,Frequent Mover (6+),7,3,Yes,Yes
46,Experienced,Female,Divorced,Bachelor,Technical Degree,Sales,Sales Executive,4,Travel_Rarely,3,Nearby,13225,Executive Level,12,Standard Hike (11-15%),1,Dissatisfied,Highly Engaged,Below Standard,Excellent,Good,Exceeds Expectations,19,Veteran,17,Critical Risk (8+ yrs),2,Due for Review (2-3 yrs),8,Long Term (8+ yrs),2,Early Career Mover (1-2),25,5,No,No
27,Mid Career,Female,Married,Below College,Medical,Sales,Sales Representative,2,Travel_Rarely,23,Far,3540,Mid Level,21,Excellent Hike (20+%),1,Satisfied,Casually Engaged,Standard,Excellent,Good,Outstanding,9,Experienced,8,Critical Risk (8+ yrs),5,Overdue (4-6 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),9,5,No,No
29,Mid Career,Male,Married,Below College,Medical,Human Resources,Human Resources,1,Travel_Rarely,6,Moderate,2804,Entry Level,11,Standard Hike (11-15%),0,Content,Casually Engaged,Excellent,Excellent,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,3,No,No
43,Senior,Female,Married,Bachelor,Medical,Research & Development,Manager,5,Travel_Rarely,6,Moderate,19392,Executive Level,13,Standard Hike (11-15%),0,Satisfied,Casually Engaged,Below Standard,Excellent,Good,Exceeds Expectations,16,Veteran,12,Critical Risk (8+ yrs),6,Overdue (4-6 yrs),14,Long Term (8+ yrs),7,Frequent Mover (6+),21,2,No,No
48,Experienced,Male,Married,Bachelor,Life Sciences,Research & Development,Research Director,5,Travel_Rarely,10,Moderate,19665,Executive Level,12,Standard Hike (11-15%),0,Content,Casually Engaged,Excellent,Excellent,Good,Exceeds Expectations,22,Veteran,10,Critical Risk (8+ yrs),12,Critically Overdue (7+ yrs),9,Long Term (8+ yrs),4,Experienced Mover (3-5),29,3,No,No
29,Mid Career,Male,Single,College,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,24,Far,2439,Entry Level,24,Excellent Hike (20+%),0,Highly Satisfied,Casually Engaged,Excellent,Fair,Fair,Outstanding,1,New Joinee,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,3,Yes,Yes
46,Experienced,Female,Married,Bachelor,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,10,Moderate,7314,Senior Level,21,Excellent Hike (20+%),3,Content,Engaged,Above Standard,Good,Good,Outstanding,8,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),5,Experienced Mover (3-5),14,2,No,Yes
27,Mid Career,Female,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,15,Moderate,4774,Mid Level,19,Good Hike (16-20%),1,Dissatisfied,Casually Engaged,Excellent,Excellent,Fair,Exceeds Expectations,7,Experienced,6,Stagnant Risk (5-7 yrs),7,Critically Overdue (7+ yrs),3,Building Trust (2-4 yrs),0,First Job,8,2,No,No
39,Senior,Male,Divorced,Master,Other,Research & Development,Research Scientist,2,Travel_Rarely,19,Far,3902,Mid Level,14,Standard Hike (11-15%),3,Highly Satisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),8,Frequent Mover (6+),7,2,No,No
55,Experienced,Male,Married,Master,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,2,Nearby,2662,Entry Level,20,Good Hike (16-20%),1,Highly Satisfied,Casually Engaged,Standard,Fair,Excellent,Outstanding,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),8,Frequent Mover (6+),19,2,No,No
28,Mid Career,Female,Married,Bachelor,Medical,Sales,Sales Representative,1,Travel_Rarely,3,Nearby,2856,Entry Level,19,Good Hike (16-20%),1,Content,Engaged,Standard,Excellent,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,3,No,No
30,Mid Career,Male,Single,Bachelor,Medical,Sales,Sales Representative,1,Travel_Rarely,9,Moderate,1081,Entry Level,13,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Standard,Good,Fair,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,3,No,Yes
22,Early Career,Male,Single,Below College,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,7,Moderate,2472,Entry Level,23,Excellent Hike (20+%),0,Content,Engaged,Excellent,Poor,Good,Outstanding,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,2,Yes,Yes
36,Senior,Female,Married,Master,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,10,Moderate,5673,Mid Level,13,Standard Hike (11-15%),1,Satisfied,Casually Engaged,Standard,Poor,Good,Exceeds Expectations,10,Experienced,9,Critical Risk (8+ yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),10,4,Yes,No
31,Mid Career,Male,Divorced,Bachelor,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,20,Far,4197,Mid Level,11,Standard Hike (11-15%),1,Satisfied,Engaged,Standard,Poor,Good,Exceeds Expectations,10,Experienced,8,Critical Risk (8+ yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),10,2,No,No
34,Mid Career,Male,Married,Bachelor,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,4,Nearby,9713,Senior Level,13,Standard Hike (11-15%),3,Highly Satisfied,Engaged,Above Standard,Excellent,Good,Exceeds Expectations,5,Established,3,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),2,Early Career Mover (1-2),9,3,Yes,No
29,Mid Career,Male,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,7,Moderate,2062,Entry Level,14,Standard Hike (11-15%),0,Dissatisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),3,Experienced Mover (3-5),11,2,No,No
37,Senior,Male,Married,Master,Medical,Research & Development,Research Scientist,2,Travel_Rarely,7,Moderate,4284,Mid Level,22,Excellent Hike (20+%),1,Dissatisfied,Engaged,Excellent,Good,Good,Outstanding,5,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),5,Experienced Mover (3-5),16,2,Yes,No
35,Mid Career,Female,Married,College,Other,Research & Development,Manufacturing Director,2,Travel_Rarely,16,Far,4788,Mid Level,11,Standard Hike (11-15%),0,Content,Casually Engaged,Excellent,Excellent,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,4,2,Yes,No
45,Senior,Female,Married,College,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,25,Far,5906,Mid Level,13,Standard Hike (11-15%),2,Highly Satisfied,Casually Engaged,Standard,Excellent,Fair,Exceeds Expectations,9,Experienced,8,Critical Risk (8+ yrs),3,Due for Review (2-3 yrs),8,Long Term (8+ yrs),0,First Job,10,2,No,No
36,Senior,Male,Single,Below College,Human Resources,Human Resources,Human Resources,2,Travel_Frequently,2,Nearby,3886,Mid Level,21,Excellent Hike (20+%),0,Highly Satisfied,Casually Engaged,Standard,Excellent,Fair,Outstanding,10,Experienced,1,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),10,2,No,No
40,Senior,Male,Divorced,Master,Life Sciences,Research & Development,Manager,4,Travel_Rarely,1,Nearby,16823,Executive Level,11,Standard Hike (11-15%),1,Dissatisfied,Engaged,Below Standard,Poor,Good,Exceeds Expectations,19,Veteran,7,Stagnant Risk (5-7 yrs),11,Critically Overdue (7+ yrs),16,Long Term (8+ yrs),2,Early Career Mover (1-2),22,3,No,No
26,Mid Career,Female,Married,College,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,1,Nearby,2933,Entry Level,13,Standard Hike (11-15%),1,Satisfied,Casually Engaged,Standard,Good,Fair,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,3,Yes,No
27,Mid Career,Female,Single,College,Medical,Sales,Sales Executive,2,Travel_Rarely,2,Nearby,6500,Senior Level,14,Standard Hike (11-15%),0,Satisfied,Highly Engaged,Below Standard,Fair,Fair,Exceeds Expectations,8,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),0,First Job,9,5,No,No
48,Experienced,Female,Divorced,Bachelor,Medical,Research & Development,Manager,4,Travel_Frequently,22,Far,17174,Executive Level,11,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,22,Veteran,17,Critical Risk (8+ yrs),4,Overdue (4-6 yrs),7,Stable (5-7 yrs),3,Experienced Mover (3-5),24,3,No,No
